file_id,title,contract_num,advertiser,gross_amount,flight_from,flight_to,issues,url
fd217cdb-9e88-f5dc-079d-aec830c3af50,KTVZ 512961 FEDERAL CRUMPACKER FOR CONGRESS 3.18-2.23.20 ORIGINAL REVISIONS AND NAB FORM 04-03-20,26826300,Crumpacker for Congress,"$6,135.00",3/17/20,3/23/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/fd217cdb-9e88-f5dc-079d-aec830c3af50.pdf
0bf61362-120f-9088-4d27-b92079bc2938,KTVZ 516351 FEDERAL CLIFF BENTZ FOR CONGRESS 4.33-4.28.20 ORIGINAL ORDER AND NAB FORM 04-03-20,26893937,Cliff Bentz for Congress,"$2,185.00",4/22/20,4/28/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/0bf61362-120f-9088-4d27-b92079bc2938.pdf
36cdd72e-8e53-2f4d-7aaa-e646a0a87acc,KTVZ 520056 FEDERAL KNUTE FOR CONGRESS 5.6-5.12.20 ORDER MG5 AND MG6 DATED 05-08-20,26915927,Knute for Congress,"$12,610.00",5/6/20,5/12/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/36cdd72e-8e53-2f4d-7aaa-e646a0a87acc.pdf
5a4c757f-e169-f16f-362f-d2a50e9f0632,KTXA PERSIST PAC ORD280881 CONTRACT,280881,Persist PAC,"$5,000.00",02/29/20,03/03/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/5a4c757f-e169-f16f-362f-d2a50e9f0632.pdf
a20826da-7bb1-dcb2-b56f-877f5a546224,KTXA VOTE VETS ORD275579 CONTRACT,275579,Vote Vets,"$10,250.00",02/11/20,02/17/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/a20826da-7bb1-dcb2-b56f-877f5a546224.pdf
cfb3bae5-102b-8fcb-06a5-9a0bc89fa14f,KUTV Elizabeth Warren for President - D #4259297 2-26-20 THRU 3-2-20 Revision 1,4259297,Elizabeth Warren for President-D (133004),"$9,100.00",02/26/20,03/02/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/cfb3bae5-102b-8fcb-06a5-9a0bc89fa14f.pdf
ad2d190c-986c-38d2-9abd-f85dd651f6d4,KUTV Elizabeth Warren for President - D #44257533 2-25-20 THRU 3-3-20,4257553,Elizabeth Warren for President-D (133004),"$69,675.00",02/25/20,03/03/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/ad2d190c-986c-38d2-9abd-f85dd651f6d4.pdf
0d038ec6-fcf8-e13b-3b54-d13184ed9c80,KUTV Michael Bloomberg for President - D #4225814 2-1-20 THRU 2-7-20,4225814,Mike Bloomberg 2020 Inc-D,"$22,450.00",02/01/20,02/07/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/0d038ec6-fcf8-e13b-3b54-d13184ed9c80.pdf
1b564f18-959d-26d5-d179-750ed979bab3,"KUVE Bloomberg Contract 97854  Feb.3,2020",97854,Mike Bloomberg 2020,"$21,540.00",02/01/20,02/07/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/1b564f18-959d-26d5-d179-750ed979bab3.pdf
50fa7ae3-acd8-e3bb-83f6-5133d83f4fc8,KYW MICHAEL BLOOMBERG PRESIDENT BASEFILE FED 140020105 INVOICE,140020105,Mike Bloomberg 2020,"$12,500.00",01/25/20,01/31/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/50fa7ae3-acd8-e3bb-83f6-5133d83f4fc8.pdf
1e4a18d4-65c8-f8fb-1baa-b01ac4fe5d30,Kansans for Marshall 2020 EST 6837 KWCH 4-28-20 Invoice,1612547-1,Kansas for Marshall,"$9,200.00",04/29/20,05/05/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/1e4a18d4-65c8-f8fb-1baa-b01ac4fe5d30.pdf
11ee8f59-d461-849c-a96c-f205df313740,Kansans for Marshall EST 6915 KWCH Invoice 1,1634395-1,Kansas for Marshall,"$4,905.00",05/27/20,06/02/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/11ee8f59-d461-849c-a96c-f205df313740.pdf
71c91ff1-caa5-5df9-8c68-37174382262a,Kara Eastman for Congress 041320-041920 - INVOICE,1381772-2,Kara Eastman for Congress-D,$95.00,04/07/20,04/13/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/71c91ff1-caa5-5df9-8c68-37174382262a.pdf
73e15945-e66f-d4e5-ae22-06881375a32e,Kay Granger KDFW contract #946577--1,946577,Kay Granger for TX CD12,"$28,700.00",02/19/20,03/03/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/73e15945-e66f-d4e5-ae22-06881375a32e.pdf
3a2cdd26-981d-101c-588a-854bf5f8a1d7,Keep Kentucky Great REVISED CONTRACT 1994552 & NAB FORM 4-3-20,1994552,Keep Kentucky Great,"$81,150.00",09/08/20,09/14/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/3a2cdd26-981d-101c-588a-854bf5f8a1d7.pdf
10120c6b-8ff0-ffb3-6438-8fccfec1d482,Keeping Kansas Great PAC EST 305 KWCH 4-27-20 Invoice,1611925-1,Keep Kansas Great PAC,"$10,965.00",04/28/20,05/11/2,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/10120c6b-8ff0-ffb3-6438-8fccfec1d482.pdf
63c09b2b-98ae-bbf9-3311-d658804a3831,Keeping Kansas Great PAC EST 305 KWCH 4-27-20 Invoice,1611925-1,Keep Kansas Great PAC,"$10,965.00",04/28/20,05/11/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/63c09b2b-98ae-bbf9-3311-d658804a3831.pdf
e306a32c-fd5c-6ad7-9ad5-33e2afd5ea12,Kelly Loeffler for Senate Order 117117,117117,Pol/K Loeffler/R/SEN/GA,$610.00,06/07/20,06/07/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/e306a32c-fd5c-6ad7-9ad5-33e2afd5ea12.pdf
b009ea0d-d54e-7410-320d-2dc99dbc8c09,Kevin Willhelm  Invoice 4242242,4242242,Kevin Willhelm 104th District Judg(135013,$170.00,2/1/2020,2/29/2020,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/b009ea0d-d54e-7410-320d-2dc99dbc8c09.pdf
56d9d55a-c358-ea43-7dba-921f271f351a,Kimberly Wright contract1063151--1,1063151,Kimberly Wright,"$3,590.00",05/11/20,06/07/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/56d9d55a-c358-ea43-7dba-921f271f351a.pdf
a9857597-8785-259a-5dac-a58c54417871,King for Congress WAKA C# 317906 Order Contract NAB 1_27_20,317906,King for US Congress (R),"$3,070.00",02/03/20,02/16/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/a9857597-8785-259a-5dac-a58c54417871.pdf
9472d196-048a-40d3-b9cb-f6458b742b60,Kitchen Table Conversations 2.26.20-2.29.20 NAB and ORDER Estimate 2287,4256275,Kitchen Table Conversations (135110),"$18,050.00",02/26/20,02/29/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/9472d196-048a-40d3-b9cb-f6458b742b60.pdf
c0aae421-020d-0251-6d9f-772823594e3d,Kitchen Table Conversations PAC Order 26807222 (2393144-1) March 2020 Invoice,2393144-1,POL/Kitchen Table Conversations PAC,"$21,100.00",02/24/20,03/01/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/c0aae421-020d-0251-6d9f-772823594e3d.pdf
d5e9596e-142e-3776-655a-dd9b8b19557c,Klobuchar 4258097 rev,26808537,Amy For America,$270.00,2/23/20,2/29/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/d5e9596e-142e-3776-655a-dd9b8b19557c.pdf
97ba8d0e-42d8-c25c-273c-9619868d6a67,Klobuchar Invoice 1336731-2,1336731-2,Amy Klobuchar for President-D,$180.00,01/28/20,02/03/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/97ba8d0e-42d8-c25c-273c-9619868d6a67.pdf
49c8732f-1a19-0480-c375-fb828569a21a,Klobuchar Order 9761791 Feb26-March03.2020,9761791,Amy for America,"$6,195.0",02/26/20,03/03/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/49c8732f-1a19-0480-c375-fb828569a21a.pdf
12460ee7-0778-100f-dd52-b6d33106ef16,Knudsen Est 6859 May8-14 KPAX 703858,703858,Austin/Republican/Attorney General,"$2,570.00",05/08/20,05/14/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/12460ee7-0778-100f-dd52-b6d33106ef16.pdf
06178474-c32f-ebf6-e1c5-10837f7fc046,Knute for Congress KOHD 26836446 Order 032420,26836446,"BUEHLER, KNUTE","$1,825.00",3/25/20,3/31/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/06178474-c32f-ebf6-e1c5-10837f7fc046.pdf
10454ae0-da20-3103-e4ab-fee09a3257ae,Knute for Congress-R KTVL Contract #4361415 5-6-20 thru 5-12-20 - Revision 1 - Medialine Contract,2416684,POLI/K BUEHLER/R/CON/OR,"$8,970",May06/20,May12/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/10454ae0-da20-3103-e4ab-fee09a3257ae.pdf
b2bf96ce-6a76-fe56-00ab-a39fae5aad4d,Kurovski May Invoice #2513064-1,2513064-1,POL/Sara Kurovski/Polk County Supervisor,"$6,300.00",05/19/20,05/26/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/b2bf96ce-6a76-fe56-00ab-a39fae5aad4d.pdf
8d061da2-b652-f0da-1a25-f8643609bb23,Kweisi Mfume for Congress WJZ Contract 274977,274977,Kweisi Mfume for Congress,"$11,600.00",01/31/20,02/03/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/8d061da2-b652-f0da-1a25-f8643609bb23.pdf
5f0d7ff8-51ff-6525-309d-ec23ed0d2f1a,LENA TAYLOR FOR MAYOR-D REV EVTV,4322279,Lena Taylor for Mayor-D,"$1,250.00",04/04/20,04/07/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/5f0d7ff8-51ff-6525-309d-ec23ed0d2f1a.pdf
7453d1e2-3709-def1-6398-ba5c883e3c16,Landing 7432639,4365514,Kathy Landing for Congress-R,$900.00,5/11/2020,5/17/2020,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/7453d1e2-3709-def1-6398-ba5c883e3c16.pdf
804dc8db-a0cd-9bc3-9a20-9b0197aad1b9,Loeffler WRDW 1497860-1,1497860-1,Kelly Loeffler US Senate for Georgia,"$23,815.00",01/27/20,02/16/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/804dc8db-a0cd-9bc3-9a20-9b0197aad1b9.pdf
27b6613e-7a8a-2938-9805-3aff8e2e107e,Luke Rankin Station Order #1649539,1649539,Luke Rankin for SC Senate,"$12,450.00",06/12/20,06/23/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/27b6613e-7a8a-2938-9805-3aff8e2e107e.pdf
0ab5cbfe-ed79-310d-d7e2-fa2b4a2e5cf4,M Bloomberg 132 Mar Invoice,WN20030043,MIKE BLOOMBERG 2020 INC,"$50,300.00",12/30/19,03/29/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/0ab5cbfe-ed79-310d-d7e2-fa2b4a2e5cf4.pdf
0f49e350-8d55-74bd-9080-e9fcbf76a565,M Bloomberg Jan 18 Contract,4203648,Mike Bloomberg 2020 Inc-D,"314,285.00",01/18/20,01/24/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/0f49e350-8d55-74bd-9080-e9fcbf76a565.pdf
8222d0e9-ba97-47a7-ff04-86fea977425f,MAR Invoice_273868,R120030287,BIDEN FOR PRESIDENT,"$10,095.00",03/01/20,03/03/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/8222d0e9-ba97-47a7-ff04-86fea977425f.pdf
0dc85e6e-83e3-834d-2440-3458b5516eb2,"MCCONNELL, MITCH-US SENATE-R-(APR15-APR21 EST 7749)-CONTRACT REV 2",696349,McConnell/Republican/Senate,"$14,675.00",04/15/20,04/21/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/0dc85e6e-83e3-834d-2440-3458b5516eb2.pdf
878e1fbc-6888-9dbd-03ae-8954b999b278,"MCGRATH,AMY-US SENATE-D-(APR21-APR27 EST 8525)-CONTRACT REV 1",697835,McGrath/Democrat/US Senate,"$9,820.00",04/21/20,04/27/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/878e1fbc-6888-9dbd-03ae-8954b999b278.pdf
3499dd36-86ea-a315-1b77-78975380f1d0,"MCGRATH,AMY-US SENATE-D-(APR7-APR13 EST 8515)-CONTRACT",693596,McGrath/Democrat/US Senate,"$8,670.00",04/07/20,04/13/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/3499dd36-86ea-a315-1b77-78975380f1d0.pdf
433d4f09-30f9-f246-c841-f2c04cdb958b,"MCGRATH,AMY-US SENATE-D-(JUN9-JUN15 EST 8751)-CONTRACT REV 3",713399,McGrath/Democrat/US Senate,"$41,575.00",06/09/20,06/15/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/433d4f09-30f9-f246-c841-f2c04cdb958b.pdf
3229052f-e8c8-1d15-d0b8-c00ce2399e6c,MICHAEL BLOOMBERG PRESIDENT 022720 ORDER REVISED 1,1985256,Bloomberg/D/President,"$56,890.00",02/24/20,03/03/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/3229052f-e8c8-1d15-d0b8-c00ce2399e6c.pdf
aafcf774-d4ee-35c2-a20c-bf95ad4e1a57,MIKE BLOOMBERG 2020 INC KYTV EST 0124 FEB 13-21 2020 ORDER,00091452,MBLM Mike Bloomberg 2020 INC,6845.00,DEC30/19,MAR29/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/aafcf774-d4ee-35c2-a20c-bf95ad4e1a57.pdf
8e41b954-ea3c-0b8d-0c3e-ea345abd4c4c,MIKE BLOOMBERG 2020 ORDER 1007158 Rev 1,1007158,Mike Bloomberg 2020 Inc For President C/O,"$179,980.00",02/22/20,03/03/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/8e41b954-ea3c-0b8d-0c3e-ea345abd4c4c.pdf
ed74cd7f-ed58-4aa7-4988-ce8e32e16bc5,MIKE BLOOMBERG INC 105272 INVOICE,105272-1,"Mike Bloomberg 2020, Inc.","$17,200.00",12/30/19,01/08/2,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/ed74cd7f-ed58-4aa7-4988-ce8e32e16bc5.pdf
2a54a50d-d5d6-7071-a805-bed38e667891,MIKE BLOOMBERG--DROUGHT MRBPBK3020EH,,MIKE BLOOMBERG,,,,Type,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/2a54a50d-d5d6-7071-a805-bed38e667891.pdf
ec44b015-765c-4e61-d370-56828b4bd307,MIKE BLOOMBERG--GEOFF CANADA  MRBPSS316EH,,MIKE BLOOMBERG,,,,Type,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/ec44b015-765c-4e61-d370-56828b4bd307.pdf
143af697-c6f9-a36e-d43f-1a92e800ffeb,Majority Forward 708821 Order 0701-0707,708821,Majority Forward,"$27,900.00",07/01/20,07/07/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/143af697-c6f9-a36e-d43f-1a92e800ffeb.pdf
788b4d81-2755-f2a2-dc63-c989e1a623ce,Majority Forward 708825 Order 0624-0630 rev,708825,Majority Forward,"$40,510.00",06/24/20,06/30/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/788b4d81-2755-f2a2-dc63-c989e1a623ce.pdf
ca356a4b-5c50-5684-c2ed-da9de3d0b37b,"Manning, Kathy NC-13-D, 4220480 3.2-3.8.20",7302426,"Manning, Kathy NC-13-D (124177)",$479.00,3/2/2020,3/8/2020,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/ca356a4b-5c50-5684-c2ed-da9de3d0b37b.pdf
3b907856-097a-8b7d-2e3a-15b78aef76bb,Mar Invoice,1010828-1,Biden For President,"$114,690.00",03/12/20,03/17/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/3b907856-097a-8b7d-2e3a-15b78aef76bb.pdf
707c944c-a76d-b929-5642-9e71e2518d9d,Mark Kelly for Senate Est 396 Order 1629253,1629253,Mark Kelly for Senat,"$29,175.00",10/20/20,10/26/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/707c944c-a76d-b929-5642-9e71e2518d9d.pdf
62e6d540-ee87-021d-f1d5-ffa2f8012038,Marshall Republican US Senate 6-9 thru 6-15-2020 KSHB Order,713628,Marshall/Republican/US Senate,"4,850.00",06/09/20,06/15/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/62e6d540-ee87-021d-f1d5-ffa2f8012038.pdf
0a32ce11-7ed9-14ee-8856-6a1edfad9ff3,Marsy's ORDER 3-30-20 #6065,2418178,POL/Marsy's Law for Wisconsin PAC,"$1,425.00",03/09/20,04/12/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/0a32ce11-7ed9-14ee-8856-6a1edfad9ff3.pdf
07bfa311-9fc7-c3d2-4e7a-94d7fd412599,Martha McSally 1996189 5.8-5.14 est. 334,1996189,POL/ Martha McSally / R / US SEN / AZ,$700.00,05/08/20,05/14/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/07bfa311-9fc7-c3d2-4e7a-94d7fd412599.pdf
44ce4266-07d0-0602-4c2c-9077117bea05,Mary Windom Court of Criminal Appeals WRGX March Invoice # 1501053-2,1501053-2,Mary Windom Court of Criminal Appeals,$325.00,02/10/20,03/08/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/44ce4266-07d0-0602-4c2c-9077117bea05.pdf
1a8e7b10-6823-dfdf-d398-0cd7740b9699,Massie-R-US Congress REVISED CONTRACT 2012614 5-28-20,2012614,Massie/R/US Congress,"$17,435.00",05/29/20,06/14/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/1a8e7b10-6823-dfdf-d398-0cd7740b9699.pdf
af8ddfc1-25bc-fa2f-ebea-f98d3f46d84e,Matt Rosendale for Congress 4364414 Contract 0519-0525,4364414,Matt Rosendale For Congress-R,"$1,525.00",05/19/20,05/25/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/af8ddfc1-25bc-fa2f-ebea-f98d3f46d84e.pdf
261cb425-6648-a8e8-db2b-798114109c9d,Matt Rosendale for Congress 4373029 Contract 0519-0523,4373029,Matt Rosendale For Congress-R,"$1,840.00",05/19/20,05/23/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/261cb425-6648-a8e8-db2b-798114109c9d.pdf
59431bb5-d4ab-7772-041a-5d9429d71415,McConnell 20 May1615119-1,1615119-1,Mitch McConnell (A),"$14,725.00",05/01/20,05/07/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/59431bb5-d4ab-7772-041a-5d9429d71415.pdf
11bf1e25-7b08-1ad0-c239-4a586f858dcd,McConnell-R-Senate REVISED CONTRACT 1993504 3-24-20,1993504,McConnell/R/Senator,"$24,150.00",03/21/20,03/30/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/11bf1e25-7b08-1ad0-c239-4a586f858dcd.pdf
1f4128a9-f2fb-a238-6b46-83d92a71a556,McConnell-R-Senate REVISED CONTRACT 2006752 4-24-20,2006752,McConnell/R/Senator,"$5,750.00",04/22/20,04/23/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/1f4128a9-f2fb-a238-6b46-83d92a71a556.pdf
def45221-509d-923e-8d60-f04158642a5a,McGrath-D-Senate CONTRACT 2018697 & NAB FORM 6-8-20,2018697,McGrath/D/Senate,"$30,645.00",06/09/20,06/15/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/def45221-509d-923e-8d60-f04158642a5a.pdf
f7635eed-5555-27b6-780f-8386863b25ca,McGrath-D-Senate Invoice 1987618  3-30-20,1987618-1,McGrath/D/Senate,"$11,000.00",03/03/20,03/09/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/f7635eed-5555-27b6-780f-8386863b25ca.pdf
66cc0475-1176-7580-ddb6-a5f0e82bdfb5,McGrath-D-Senate REVISED  CONTRACT 2016660 6-1-20,2016660,McGrath/D/Senate,"$17,545.00",06/02/20 ,06/08/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/66cc0475-1176-7580-ddb6-a5f0e82bdfb5.pdf
d51578ad-1c5e-9287-e814-6a9cbe73d1d3,McGrath-D-Senate REVISED CONTRACT 2011879 5-18-20,2011879,McGrath/D/Senate,"$25,615.00",05/12/20, 05/18/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/d51578ad-1c5e-9287-e814-6a9cbe73d1d3.pdf
e042f39a-136d-5645-b7b9-d597830e06ae,McGrath-D-Senate REVISED CONTRACT 2014449 5-28-20,2014449,McGrath/D/Senate,"$16,570.00",05/26/20,06/01/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/e042f39a-136d-5645-b7b9-d597830e06ae.pdf
5faa4188-b86a-8b49-1f8f-06be593f53ff,Michael Bloomberg - President Invoice # 2363218-1,2363218-1,POL/MichaelBloomberg/President/US/D,"$5,900.00",12/30/19,03/29/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/5faa4188-b86a-8b49-1f8f-06be593f53ff.pdf
b21925d7-2f5a-2d7f-46b9-e90023d0bc1e,Michael Bloomberg 1940495 - Invoice 1,1940495-1,POL/ Michael Bloomberg / D / PRES / US,"$2,750.00",02/17/20,02/21/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/b21925d7-2f5a-2d7f-46b9-e90023d0bc1e.pdf
bf57756e-868b-4a9e-294a-81494d3ab2f1,Michael Bloomberg 1940495 - Order,1940495,POL/ Michael Bloomberg / D / PRES / US,"$2,750.00",02/17/20,02/21/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/bf57756e-868b-4a9e-294a-81494d3ab2f1.pdf
8b5a5e41-de38-0780-a1e6-f254f39d8121,Michael Bloomberg 2.1_2.7 REV,1510894,"Mike Bloomberg 2020, Inc","$20,685.00",12/30/19,03/29/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/8b5a5e41-de38-0780-a1e6-f254f39d8121.pdf
d4ba2ae2-672f-19c1-644f-628067c11639,Michael Bloomberg 2.22.20 - 3.3.20 KOCO B Invoice 2,1984913-2,Bloomberg/D/President,"$9,575.00",02/22/20,03/03/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/d4ba2ae2-672f-19c1-644f-628067c11639.pdf
8019126f-cca0-e1fd-ebe2-11396a3ac20b,Michael Bloomberg 2243246 Contract.NAB,2243246,POL/MichaelBloomberg/Presiden/US/Dem,"$74,625.00",12/04/19,12/09/19,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/8019126f-cca0-e1fd-ebe2-11396a3ac20b.pdf
8e517ca3-439c-01ec-e1a9-f068b5804026,Michael Bloomberg 945627-1 Invoice,945627-1,"Michael Bloomberg 2020, Inc","$1,100.00",01/25/20,01/30/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/8e517ca3-439c-01ec-e1a9-f068b5804026.pdf
fdc75fb2-3848-4008-352c-4c45ef36a7a2,Michael Bloomberg Invoice #2373133-1 WWCW,2373133-1,POL/MichaelBloomberg/Presiden/US/D,$630.00,12/30/19,03/29/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/fdc75fb2-3848-4008-352c-4c45ef36a7a2.pdf
348812cb-8af7-56bc-8a19-c3c4f6682392,Michael Bloomberg KDFI contract #949278,949278,"Michael Bloomberg 2020, Inc",$150.00,02/10/20,02/12/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/348812cb-8af7-56bc-8a19-c3c4f6682392.pdf
811b638d-b85e-9925-30c9-e52078f8b19b,Michael Bloomberg for President 12.30-1.10 #2313097-1 Invoice,2313097-1,POL/Michael Bloomberg/President/US/D,"$10,700.00",12/30/19,01/10/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/811b638d-b85e-9925-30c9-e52078f8b19b.pdf
ac511bf9-10cd-dffa-c005-7e260b527e13,Michael Bloomberg for President EJHL Makegood for order 26780404,26780404,"Mike Bloomberg 2020, Inc","$1,530.00",12/30/19,3/29/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/ac511bf9-10cd-dffa-c005-7e260b527e13.pdf
d6bd95e8-7b71-c7d3-8084-b7f2867f820b,Michael Bloomberg for President Invoice 1928347-1 WXIA January 2020,1928347-1,POL/ Michael Bloomberg / D / PRES / US,"$2,425.00",01/20/20,01/31/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/d6bd95e8-7b71-c7d3-8084-b7f2867f820b.pdf
4ed9fabd-7792-4bd8-7013-21239b15fb99,Michael Bloomberg for President of the United States contract 217588 revision 1,217588,"Pol - Mike Bloomberg 2020, Inc (16937)",$350.00,02/07/20,02/12/20,Token,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/4ed9fabd-7792-4bd8-7013-21239b15fb99.pdf
929271a6-c669-62e1-62d5-acaa7eddb437,Michael Bloomberg for President of the United States contract 218302 revision 4 invoice 523543,218302,"Pol - Mike Bloomberg 2020, Inc","$5,950.00",2/24/2020,3/8/2020,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/929271a6-c669-62e1-62d5-acaa7eddb437.pdf
a1ae271c-c44b-6ca2-a92d-869598dcf1b5,Mike Bloomber Est 0131 March Invoice KVLY,1532962-2,"Mike Bloomberg 2020, Inc","$17,560.00",02/17/20,03/08/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/a1ae271c-c44b-6ca2-a92d-869598dcf1b5.pdf
d902dc89-63dd-146f-832c-99c23e6f1cc5,Mike Bloomberg #34610-2 Invoice,34610-2,Mike Bloomberg 2020,"$24,199.00",02/22/20,03/03/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/d902dc89-63dd-146f-832c-99c23e6f1cc5.pdf
fd132b83-2a29-0117-ef58-7844f8228145,Mike Bloomberg 1005794-1 Invoice,1005794-1,Mike Bloomberg 2020 Inc For President C/O,"$9,855.00",02/13/20,02/14/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/fd132b83-2a29-0117-ef58-7844f8228145.pdf
a60f1b87-bc56-a8e2-5899-f33824e0618a,Mike Bloomberg 2-1-20 Contract makegood 1,1511101,MIKE BLOOMBERG 2020 INC,$150.00,2/1/2020,,Token,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/a60f1b87-bc56-a8e2-5899-f33824e0618a.pdf
96dd3063-aa2a-03f9-9e22-2a60a8ec1eb5,Mike Bloomberg 2-1-20 Contract makegood 2,,MIKE BLOOMBERG 2020 INC,$520.00,2/1/2020,2/7/20,Token,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/96dd3063-aa2a-03f9-9e22-2a60a8ec1eb5.pdf
98295d87-ea53-3fc3-bfea-8f0ab423fbe6,Mike Bloomberg 2.22.20-3.3.20 NAB and ORDER Estimate 0131,4256042,Mike Bloomberg 2020 Inc-D (133903),"$73,400.00",02/22/20,03/03/20,,https://fcc-updated-sample-2020.s3.us-east-2.amazonaws.com/98295d87-ea53-3fc3-bfea-8f0ab423fbe6.pdf
