id	product_desc	advertiser	agency_name	order_revision	alt_order_no	estimate	flight_from	flight_to	original_date	revision_date	order_type	buying_contact	billing_contact	demographic	product_codes	priority	revenue_codes	primary_ae	sales_office	sales_region	billing_type	billing_calendar	billing_cycle	agency_commission	new_business_through	order_separation	advertiser_external_id	agency_external_id	page	total_pages	product_desc_original	advertiser_original
WKMG-TV_14139837704839	Crist for Governor	Crist/D/Gov	Greer Margolis Mitchell and Burns	335987 	07456497 	3893 	2014-10-21	2014-10-27	2014-10-20	2014-10-20	GENERAL 		3050 K Street NW Washington, DC 20007 	A35+	PL-Gubernatorial-Republican 	P-2 	AGY, POL, CAND 	Kristen Waskie 	PHI 	NAT 	Cash	Broadcast	EOM/EOC 	15%		00:20:00 			1	4	CRIST FOR GOVERNOR 	Pol/C Crist/D/Gov/FL 
WKMG-TV_14141751891026	Crist for Governor	Crist/D/Gov	Greer Margolis Mitchell and Burns	335987 	07456497 	3893 	2014-10-21	2014-10-27	2014-10-24	2014-10-24	GENERAL 		3050 K Street NW Washington, DC 20007 	A35+	PL-Gubernatorial-Republican 	P-2 	AGY, POL, CAND 	Kristen Waskie 	PHI 	NAT 	Cash	Broadcast	EOM/EOC 	15%		00:20:00 			1	5	CRIST FOR GOVERNOR 	Pol/C Crist/D/Gov/FL 
WKYC_13975037983759	John Kasich General TV	John Kasich for Governor	Strategic Media Services	872677 		3477 	2014-04-15	2014-04-22	2014-04-14	2014-04-14	Political 		7669 Stagers Loop Drive Delaware, OH 43015 	A25-54	PL-State/Local 	P-5 	AGY, GEN, POL 	Denel Cherry 	WKYC 	LOC 	Cash	Broadcast	EOM/EOC 	15%		00:30:00 			1	2	John Kasich General TV 	John Kasich for Governor 
WKYC_14135606680315	General	Yost/Republican/State Auditor	Strategic Media Services	949551 		4192 	2014-10-18	2014-10-24	2014-10-17	2014-10-17	Political 	Nicholas Everhart 	7669 Stagers Loop Drive Delaware, OH 43015 	A25-54	PL-State/Local 	P04-GB 	AGY, (POL) Political, (POL) Candidate 	Denel Cherry 	WKYC 	LOC 	Cash	Broadcast	EOM/EOC 	15%		00:15:00 		7970AG 	1	1	General 2014 	Yost/Republican/Auditor 
WKYT-TV_14000811112647	Primary	George Dean/Jess Cty Judge Exec	NewSouth Strategies	28256 			2014-05-15	2014-05-20	2014-05-14	2014-05-14	NORMAL 		638 Wichita Drive Lexington, KY 40503 	HH	Candidate - Local - Other 	P-02 	AGY, POL, POL-CAND 	Lexington House 	LEXL 	Local 	Cash	Broadcast	EOM/EOC 	15%		00:15:00 	45215 	5703 	1	2	2014 Primary 	George Dean/Jess Cty Judge Exec 
WLBZ_14064917535740	Michaud for Maine	Michaud M D Governor ME	Greer Margolis Mitchell and Burns	909986 	07290709 	3206 	2014-10-07	2014-10-13	2014-07-25	2014-07-25	Political 		3050 K Street NW Washington, DC 20007 	A35+	PL- State Governor 	P05-SB 	AGY, (POL) Political, (POL) Candidate 	Jim Quinn 	T-PHI 	NAT 	Cash	Broadcast	WEEKLY 	15%		00:15:00 		1700AG 	1	3	MICHAUD FOR MAINE 	Michaud, M / D / Governor (ME) 
WLBZ_14065792378748	Collins for Senate	Collins US Sen R	Mentzer Media Services	910758 	07294903 	951 	2014-07-29	2014-08-04	2014-07-28	2014-07-28	Political 		600 Fairmount Ave. Suite 306 Towson, MD 21286 	A35+	PL-Federal 	P04-GB 	AGY, GEN, POL 	Jim Quinn 	T-PHI 	NAT 	Cash	Broadcast	EOM/EOC 	15%		00:15:00 		3924AG 	1	5	COLLINS FOR SENATE 	Collins US Sen-R 
WLBZ_14071643050692	Bellows for Senate	Bellows D US Senate	Buying Time	913340 	07299682 	3289 	2014-08-05	2014-08-11	2014-08-01	2014-08-01	Political 		650 Massachusetts Ave. N.W. , Suite 210 Washington, DC 20001 	A35+	PL-US Senate 	P04-GB 	AGY, (POL) Political, (POL) Candidate 	Jim Quinn 	T-PHI 	NAT 	Cash	Broadcast	EOM/EOC 	15%		00:15:00 		2118AG 	1	3	BELLOWS FOR SENATE 	Bellows / D / US Senate 
WLBZ_14083709222836	Bellows for Senate	Bellows D US Senate	Buying Time	918887 	07316558 	3314 	2014-08-19	2014-08-25	2014-08-18	2014-08-18	Political 		650 Massachusetts Ave. N.W. , Suite 210 Washington, DC 20001 	A35+	PL-US Senate 	P04-GB 	AGY, (POL) Political, (POL) Candidate 	Jim Quinn 	T-PHI 	NAT 	Cash	Broadcast	EOM/EOC 	15%		00:15:00 		2118AG 	1	3	BELLOWS FOR SENATE 	Bellows / D / US Senate 
WLBZ_14083812153505	Candidate	Michaud M D Governor ME	Greer Margolis Mitchell and Burns	918867 	07316181 	3387 	2014-08-19	2014-08-25	2014-08-18	2014-08-18	Political 		3050 K Street NW Washington, DC 20007 	A35+	PL- State Governor 	P04-GB 	AGY, (POL) Political, (POL) Candidate 	Jim Quinn 	T-PHI 	NAT 	Cash	Broadcast	WEEKLY 	15%		00:15:00 		1700AG 	1	2	CANDIDATE 	Michaud, M / D / Governor (ME) 
WLBZ_14090774278247	Collins for Senate	Collins US Sen R	Mentzer Media Services	923229 	07333673 	1125 	2014-08-27	2014-09-01	2014-08-26	2014-08-26	Political 		600 Fairmount Ave. Suite 306 Towson, MD 21286 	A35+	PL-US Senate 	P04-GB 	AGY, (POL) Political, (POL) Candidate 	Jim Quinn 	T-PHI 	NAT 	Cash	Broadcast	EOM/EOC 	15%		00:15:00 		3924AG 	1	3	COLLINS FOR SENATE 	Collins US Sen-R 
WPMT_13939520663306	Ron Miller/Srcc	Miller/R/PA/Senate	Strategic Media Services	554783 	07081326 	3395 	2014-03-03	2014-03-10	2014-02-28	2014-02-28	GENERAL 		1911 North Ft Myer Drive Arlington, VA 22209 	A35+	PL4 	01 	AGY, POL, CAND 	Cheryl Long 	TWDC 	National 	Cash	Broadcast	EOM/EOC 	15%		00:15:00 			1	2	RON MILLER/SRCC 	MILLER/R/PA/SENATE 
WLBZ_14099214150449	Bellows for Senate	Bellows D US Senate	Buying Time	927703 	07344449 	3439 	2014-09-09	2014-09-15	2014-09-04	2014-09-05	Political 		650 Massachusetts Ave. N.W. , Suite 210 Washington, DC 20001 	A35+	PL-US Senate 	P05-SB 	AGY, (Gen) General, (POL) Candidate 	Jim Quinn 	T-PHI 	NAT 	Cash	Broadcast	EOM/EOC 	15%		00:15:00 		2118AG 	1	6	BELLOWS FOR SENATE 	Bellows / D / US Senate 
WLBZ_14102073782329		Cutler/I/Governor	Buying Time	928507 	7345919 	3438 	2014-09-09	2014-09-15	2014-09-08	2014-09-08	Political 		650 Massachusetts Ave, N.W. , Suite 210 Washington, DC 20001 	A25-54	PL- State Governor 	P04-GB 	AGY, (POL) Political, (POL) Candidate 	Jim Quinn 	T-PHI 	NAT 	Cash	Broadcast	EOM/EOC 	15%		00:15:00 		2118AG 	1	4		Cutler, E / I / Governor (ME) 
WLBZ_14102879433969	Lepage 4 Gov	Paul Lepage Gov REP	Littlefield Consulting Services	929165 	07350074 		2014-09-10	2014-09-30	2014-09-09	2014-09-09	Political 		455 Massachusetts Ave. NW Washington, DC 20001 	A35+	PL- State Governor 	P04-GB 	AGY, (POL) Political, (POL) Candidate 	Jim Quinn 	T-PHI 	NAT 	Cash	Broadcast	EOM/EOC 	15%		00:15:00 			1	3	LEPAGE 4 GOV 	Paul Lepage Gov Rep 
WLBZ_14110526916611	Citizens for Respons	Citizens for Responsible Energy Solutions	Main Street Media	932410 	07369490 	2093 	2014-09-19	2014-09-25	2014-09-16	2014-09-17	Political 		PO Box 25093 Alexandria, VA 22313 	A35+	IS-Candidate/Governor 	P02-FTB 	AGY, (POL) Political, (POL) Issue 	Jim Quinn 	T-PHI 	NAT 	Cash	Broadcast	EOM/EOC 	15%		00:15:00 	51190 	10862AG 	1	8	CITIZENS FOR RESPONS 	Citizens for Responsible Energy Solutions 
WLBZ_14116513077981	Culter for Gov	Cutler/I/Governor	Buying Time	934777 	07386516 	3569 	2014-09-23	2014-09-29	2014-09-22	2014-09-24	Political 		650 Massachusetts Ave, N.W. , Suite 210 Washington, DC 20001 	A35+	PL- State Governor 	P04-GB 	AGY, (POL) Political, (POL) Candidate 	Jim Quinn 	T-PHI 	NAT 	Cash	Broadcast	EOM/EOC 	15%		00:15:00 		2118AG 	1	10	CULTER FOR GOV 	Cutler, E / I / Governor (ME) 
WLBZ_14139228073059	Bellows for Senate	Bellows D US Senate	Buying Time	950872 	07459970 	3913 	2014-10-27	2014-10-27	2014-10-21	2014-10-21	Political 		650 Massachusetts Ave. N.W. , Suite 210 Washington, DC 20001 	A35+	PL-US Senate 	P02-FTB 	AGY, (POL) Political, (POL) Candidate 	Jim Quinn 	T-PHI 	NAT 	Cash	Broadcast	EOM/EOC 	15%		00:15:00 		2118AG 	1	1	BELLOWS FOR SENATE 	Bellows / D / US Senate 
WLBZ_14145205765613	Nextgen	NextGen Climate Action Committee	Waterfront Strategies	953102 	07466240 	3980 	2014-10-28	2014-11-03	2014-10-25	2014-10-27	Political 	Jessie Demastrie 	3050 K Street NW Washington, DC 20007 	A35+	IS-Issue/Candidate 	P02-FTB 	AGY, (POL) Political, (POL) Issue 	Jim Quinn 	T-PHI 	NAT 	Cash	Broadcast	EOM/EOC 	15%		00:15:00 	42381 	10957AG 	1	1	NEXT GEN 	Next Generation Climate Action 
WLFI-TV_14126857809270		Steve Meyer for Tippecanoe Two D	Steve Meyer for Tippecanoe Two (D) c/o Clisby Marketing Solutions Lafayette IN	491970 			2014-09-29	2014-11-03	2014-09-22	2014-10-06	REG 		c/o Clisby Marketing Solutions Lafayette, IN 47905 	A25-54	PL3 	NA 	AGY, POL, POL-CAND 	WLFI Web Local House 	L-LAF 	Loc 	Cash	Broadcast	EOM/EOC 	15%		00:15:00 			1	2		POL/Steve Meyer for Tippecanoe Two (D) 
WLFI-TV_14132898089914		Sheila Klinker for House D	Sheila Klinker for House	503024 			2014-10-14	2014-10-19	2014-10-14	2014-10-14	REG 		633 Kossuth Street Lafayette, IN 47905 	A18+	PL5 	P5 	DIR, POL, POL-CAND 	WLFI Web Local House 	L-LAF 	Loc 	Cash	Calendar 	EOM/EOC 	15%		00:15:00 			1	1		POL/Sheila Klinker for House 27 (D) 
WLFI-TV_14145867100613		Linda Phillips for County Assessor	First Tuesday	507685 			2014-10-26	2014-11-04	2014-10-28	2014-10-28	REG 		118 North Third Street Lafayette, IN 47901 	A25-54	PL3 	P5 	AGY, POL, POL-CAND 	WLFI Local House 	L-LAF 	Loc 	Cash	Broadcast	WEEKLY 	15%		00:15:00 			1	2		POL/Linda Phillips for County Assessor 
WLFI-TV_14152085973367		Responsible Assessing Proctices	Clisby Marketing Solutions	505304 			2014-10-13	2014-11-04	2014-10-17	2014-10-17	REG 		437 North Brookfield Drive Lafayette, IN 47905 	A18+	PL2 	P5 	AGY, POL, POL-ISS 	Cullen Reed 	L-LAF 	Loc 	Cash	Broadcast	WEEKLY 	15%		00:15:00 		IN16501 	1	2		POL/Responsible Assessing Proctices 
WLUK-TV_14067362093704	Burke/G/D	Mary Burke	Greer Margolis Mitchell and Burns	473559 	9370957 	3249 	2014-07-29	2014-08-04	2014-07-28	2014-07-28	REG 		3050 K Street Northwest Washington, DC 20007 	A35+	PL5 	P3 	AGY, POL, POL-CAND 	Katz Washington 	K-WAS 	Nat 	Cash	Broadcast	EOM/EOC 	15%		00:15:00 		IN117/SP159/AL1336 	1	3	BURKE/G/D 	POL/Mary Burke 
WMAR-TV_13963693883011	Gansler for MD Governor	Gansler/Democrat/Governor	Canal Partners Media	403008 		2547 	2014-04-02	2014-04-08	2014-04-01	2014-04-01	GENERAL 		1027 33rd St., NW Washington, DC 20005 	A25-54	PL State Candidate 	P-3 	POL, POL, CAND 	Dave Lombardo 	EWSDC 	NAT 	Cash	Broadcast	EOM/EOC 	15%		00:20:00 			1	2	Gansler for MD Governor 	Gansler/Democrat/Governor 
WMAR-TV_13975086925804	Gansler for MD Governor	Gansler/Democrat/Governor	Canal Partners Media	405242 		2556 	2014-04-16	2014-04-22	2014-04-14	2014-04-14	GENERAL 		1027 33rd St., NW Washington, DC 20005 	A25-54	PL State Candidate 	P-3 	POL, POL, CAND 	Amy McCreary 	EWSDC 	NAT 	Cash	Broadcast	EOM/EOC 	15%		00:20:00 			1	2	Gansler for MD Governor 	Gansler/Democrat/Governor 
WMAR-TV_13980939159481	Anthony Brown for Governor	Brown/Democrat/Governor/MD	Adelstein Liston	406078 		3933 	2014-04-21	2014-04-27	2014-04-18	2014-04-18	GENERAL 		222 W Ontario Street - Suite #503 Chicago, IL 60610 	A25-54	PL State Candidate 	P-3 	POL, POL, CAND 	Amy McCreary 	EWSDC 	NAT 	Cash	Broadcast	EOM/EOC 	15%		00:20:00 		2 	1	2	Anthony Brown for Governor 	Brown/Democrat/Governor 
WMAR-TV_13990538302851	Brown Ulman for Maryland	Brown Ulman for Maryland	Adelstein Liston	407984 		3950 	2014-05-05	2014-05-11	2014-05-02	2014-05-02	GENERAL 		222 W Ontario Street - Suite #503 Chicago, IL 60610 	A25-54	PL State Candidate 	P-3 	POL, POL, CAND 	Amy McCreary 	EWSDC 	NAT 	Cash	Broadcast	EOM/EOC 	15%		00:20:00 		2 	1	2	Brown-Ulman for MD 	Brown-Ulman for Maryland 
WMAR-TV_14002496291009		Brown Ulman for Maryland	Adelstein Liston	408908 		3964 	2014-05-12	2014-05-18	2014-05-09	2014-05-15	GENERAL 		222 W Ontario Street - Suite #503 Chicago, IL 60610 	A25-54	PL State Candidate 	P-3 	POL, POL, CAND 	Amy McCreary 	EWSDC 	NAT 	Cash	Broadcast	EOM/EOC 	15%		00:20:00 		2 	1	2		Brown-Ulman for Maryland 
WMAR-TV_14006030809697	Gansler for MD Governor	Gansler/Democrat/Governor	Canal Partners Media	410347 			2014-05-21	2014-05-27	2014-05-20	2014-05-20	GENERAL 		1027 33rd St., NW Washington, DC 20005 	A25-54	PL State Candidate 	P-3 	POL, POL, CAND 	Amy McCreary 	EWSDC 	NAT 	Cash	Broadcast	EOM/EOC 	15%		00:20:00 			1	3	Gansler for MD Governor 	Gansler/Democrat/Governor 
WMAR-TV_14014706712308	Brown Ulman for Maryland	Brown Ulman for Maryland	Adelstein Liston	411789 		4047 	2014-06-02	2014-06-08	2014-05-30	2014-05-30	GENERAL 		222 W Ontario Street - Suite #503 Chicago, IL 60610 	A25-54	PL State Candidate 	P-3 	POL, POL, CAND 	Amy McCreary 	EWSDC 	NAT 	Cash	Broadcast	EOM/EOC 	15%		00:20:00 		2 	1	3	Brown- Ulman for MD 	Brown-Ulman for Maryland 
WMAR-TV_14019084088954	Gregg Bernstein for States AG	Bernstein/Democrat/States Attorney	Canal Partners Media	412407 		829 	2014-06-10	2014-06-16	2014-06-04	2014-06-04	GENERAL 		1027 33rd St., NW Washington, DC 20005 	A25-54	PL State Candidate 	P-3 	POL, POL, CAND 	Amy McCreary 	EWSDC 	NAT 	Cash	Broadcast	EOM/EOC 	15%		00:20:00 			1	2	Gregg Bernstein for States AG 	Bernstein/Democrat/States Attorney 
WMAR-TV_14020006608951	Mizeur for Governor	Mizeur/Democrat/Governor	Buying Time	411261 		3105 	2014-06-10	2014-06-16	2014-06-05	2014-06-05	GENERAL 		Cathie Herrick 650 Massachusetts Avenue NW - Suite 210 Washington, DC 20001 	A25-54	PL State Candidate 	P-3 	POL, POL, CAND 	Amy McCreary 	EWSDC 	NAT 	Cash	Broadcast	EOM/EOC 	15%		00:20:00 			1	3	Mizeur for Governor 	Mizeur/Democrat/Governor 
WMAR-TV_14024295381730	Brown Ulman for Maryland	Brown Ulman for Maryland	Adelstein Liston	413269 		4063 	2014-06-11	2014-06-17	2014-06-10	2014-06-10	GENERAL 		222 W Ontario Street - Suite #503 Chicago, IL 60610 	A25-54	PL State Candidate 	P-3 	POL, POL, CAND 	Amy McCreary 	EWSDC 	NAT 	Cash	Broadcast	EOM/EOC 	15%		00:20:00 		2 	1	3	Brown-Ulman for MD 	Brown-Ulman for Maryland 
WMAR-TV_14024942314540	Elect Jon Cardin	Cardin/Democrat/Attorney General	Adelstein Liston	413304 		4069 	2014-06-16	2014-06-24	2014-06-10	2014-06-11	GENERAL 		222 W Ontario Street - Suite #503 Chicago, IL 60610 	A25-54	PL State Candidate 	P-3 	POL, POL, CAND 	Amy McCreary 	EWSDC 	NAT 	Cash	Broadcast	EOM/EOC 	15%		00:20:00 		2 	1	3	Elect Jon Cardin 	Cardin/Democrat/Attorney General 
WMAR-TV_14030983061032	Hogan Rutherford Committee	Hogan Rutherford/Republican/Governor	Mentzer Media Services	414360 		778 	2014-06-18	2014-06-24	2014-06-17	2014-06-17	GENERAL 		600 Fairmont Avenue - Suite #306 Towson, MD 21204 	A25-54	PL State Candidate 	P-3 	POL, POL, CAND 	Amy McCreary 	EWSDC 	NAT 	Cash	Broadcast	EOM/EOC 	15%		00:20:00 			1	1	Hogan Rutherford Committee 	Hogan-Rutherford/Republican/Governor 
WMAR-TV_14097722888416	Hogan Rutherford Committee	Hogan Rutherford/Republican/Governor	Mentzer Media Services	426710 		1094 	2014-08-25	2014-09-04	2014-08-22	2014-09-03	GENERAL 		600 Fairmont Avenue - Suite #306 Towson, MD 21204 	A25-54	PL State Candidate 	P-3 	POL, POL, CAND 	Amy McCreary 	EWSDC 	NAT 	Cash	Broadcast	EOM/EOC 	15%		00:20:00 			1	2	Hogan-Rutherford Committee 	Hogan-Rutherford/Republican/Governor 
WMAR-TV_14097723053132	Hogan Rutherford Committee	Hogan Rutherford/Republican/Governor	Mentzer Media Services	428083 		1158 	2014-09-05	2014-09-10	2014-08-29	2014-09-03	GENERAL 		600 Fairmont Avenue - Suite #306 Towson, MD 21204 	A25-54	PL State Candidate 	P-3 	POL, POL, CAND 	Amy McCreary 	EWSDC 	NAT 	Cash	Broadcast	EOM/EOC 	15%		00:20:00 			1	2	Hogan-Rutherford Committee 	Hogan-Rutherford/Republican/Governor 
WMAR-TV_14101955084497	Hogan Rutherford Committee to Change MD	Hogan Rutherford/Republican/Governor	Mentzer Media Services	429174 		1189 	2014-09-12	2014-09-17	2014-09-08	2014-09-08	GENERAL 		600 Fairmont Avenue - Suite #306 Towson, MD 21204 	A25-54	PL State Candidate 	P-3 	POL, POL, CAND 	Amy McCreary 	EWSDC 	NAT 	Cash	Broadcast	EOM/EOC 	15%		00:20:00 			1	2	Hogan-Rutherford Committee to Change MD 	Hogan-Rutherford/Republican/Governor 
WMAR-TV_14133178772466	Kamenetz for Bc Exec	Kamenetz Democrat County Executive	Buying Time	435935 		3572 	2014-10-21	2014-10-27	2014-10-07	2014-10-08	GENERAL 		Cathie Herrick 650 Massachusetts Avenue NW - Suite 210 Washington, DC 20001 	A25-54	PL State Candidate 	P-1 	POL, POL, CAND 	Amy McCreary 	EWSDC 	NAT 	Cash	Broadcast	EOM/EOC 	15%		00:20:00 			1	1	Kamenetz for BC Exec 	Kamenetz / Democrat / County Executive 
WMAR-TV_14145116717833	Hogan Rutherford	Hogan Rutherford/Republican/Governor	Mentzer Media Services	439077 		1747 	2014-10-29	2014-11-04	2014-10-28	2014-10-28	GENERAL 		600 Fairmont Avenue - Suite #306 Towson, MD 21204 	A35+	PL State Candidate 	P-3 	POL, POL, CAND 	Amy McCreary 	EWSDC 	NAT 	Cash	Broadcast	EOM/EOC 	15%		00:20:00 			1	2	est #1747 Hogan-Rutherford 	Hogan-Rutherford/Republican/Governor 
WMAR-TV_14147683115523	Brown Ulman	Brown Ulman for Maryland	Adelstein Liston	439685 		4581 	2014-10-31	2014-11-04	2014-10-30	2014-10-30	GENERAL 		222 W Ontario Street - Suite #503 Chicago, IL 60610 	A25-54	PL State Candidate 	P-3 	POL, POL, CAND 	Amy McCreary 	EWSDC 	NAT 	Cash	Broadcast	EOM/EOC 	15%		00:20:00 		2 	1	2	Brown - Ulman 	Brown-Ulman for Maryland 
WMBF-TV_14091409839755	Sheheen for Gov	Sheheen Vincent/D/Governor	Buying Time	1180534 	07334917 	3377 	2014-08-28	2014-09-05	2014-08-26	2014-08-26	GENERAL 	Liz Dome 	650 Massachusetts Ave NW Washington, DC 20001 	A35+	PL500 	P15 	Agency, Political, Pol-Candidate 	Mickey Thompson 	T-DC 	National 	Cash	Broadcast	EOM/EOC 	15%		00:15:00 			1	5	SHEHEEN FOR GOV 	POL/Sheheen, Vincent/D/Governor 
WMBF-TV_14091410740261	Sheheen for Gov	Sheheen Vincent/D/Governor	Buying Time	1178092 	07325578 	3346 	2014-08-21	2014-08-27	2014-08-20	2014-08-21	GENERAL 	Liz Dome 	650 Massachusetts Ave NW Washington, DC 20001 	A35+	PL500 	P15 	Agency, Political, Pol-Candidate 	Mickey Thompson 	T-DC 	National 	Cash	Broadcast	EOM/EOC 	15%		00:15:00 			1	5	SHEHEEN FOR GOV 8/21 	POL/Sheheen, Vincent/D/Governor 
WMBF-TV_14115031904181	Haley	Haley Nikki/R/Governor	Target Enterprises	1187690 	07361933 	1190 	2014-09-23	2014-09-29	2014-09-12	2014-09-15	Political 		15260 Ventura Blvd #1240 Sherman Oaks, CA 91403 	A50+	PL500 	P4 	Agency, Political, Pol-Candidate 	Mary McCue 	T-LA 	National 	Cash	Broadcast	EOM/EOC 	15%		00:15:00 			1	2	1190 HALEY 	POL/Haley, Nikki/R/Governor 
WMBF-TV_14127847398366	Haley for Governor	Haley Nikki/R/Governor	Target Enterprises	1188348 	07368004 	1192 	2014-10-07	2014-10-13	2014-09-15	2014-09-15	Political 		15260 Ventura Blvd #1240 Sherman Oaks, CA 91403 	A50+	PL500 	P4 	Agency, Political, Pol-Candidate 	Mary McCue 	T-LA 	National 	Cash	Broadcast	EOM/EOC 	15%		00:15:00 			1	2	1192 HALEY FOR GOVNR 	POL/Haley, Nikki/R/Governor 
WMBF-TV_14127847980764	Sheheen for SC	Sheheen/Governor/South Carolina	Buying Time	1202284 	07426580 	3695 	2014-10-07	2014-10-13	2014-10-03	2014-10-03	GENERAL 		650 Massachusetts Ave NW, Suite 210 Washington, DC 20001 	A35+	PL500 	P4 	Agency, Political, Pol-Candidate 	Mickey Thompson 	T-DC 	National 	Cash	Broadcast	EOM/EOC 	15%		00:30:00 			1	3	SHEHEEN FOR SC 10/7 	POL/Sheheen/Governor/South Carolina 
WMBF-TV_14139251721414	Ravenel	Ravenel Thomas/I/United States Senate	Buster K Enterprises	1208207 	07391362 		2014-10-20	2014-10-26	2014-10-20	2014-10-20	Political 		PO Box 38 Halls, TN 38040 	A35+	PL820 	P15 	Agency, Political, Pol-Candidate 	Rick Richardson-Cox 	T-ATL 	National 	Cash	Broadcast	EOM/EOC 	15%		00:15:00 			1	4	RAVENEL_TR-03 	POL/Ravenel, Thomas/I/United States Senate 
WMBF-TV_14144142779308	McMaster 4 LTG 10/24	McMaster Henry/R/Lieutenant Governor	Strategic Media Services	1210932 	07464810 	4244 	2014-10-24	2014-11-04	2014-10-23	2014-10-23	Political 		7669 Stagers Loop Delaware, OH 43015 	A35+	PL550 	P4 	Agency, Political, Pol-Candidate 	Mickey Thompson 	T-DC 	National 	Cash	Broadcast	EOM/EOC 	15%		00:15:00 			1	2	MCMASTER 4 LTG 10/24 	POL/McMaster, Henry/R/Lieutenant Governor 
WMLW-TV_14085697662507	Greater WI Comm	Greater Wisconsin Committee	Canal Partners Media	228893 	07326462 	923 	2014-08-27	2014-09-02	2014-08-20	2014-08-20	GENERAL 		1027 33rd St. NW Washington, DC 20007 	A35+	PL Issue 	P-2 	AGY, POL, ISS 	Matthew Norten 	HDC 	NAT 	Cash	Broadcast	EOM/EOC 	15%		00:15:00 			1	2	GREATER WI COMM. 	Issue/Greater Wisconsin Committee 
WMLW-TV_14114127371012	Burke for Governor	M Burke/D/Gov/WI	Greer Margolis Mitchell and Burns	231413 	07383876 	3625 	2014-09-23	2014-09-29	2014-09-22	2014-09-22	GENERAL 	Jesse Demastrie 	3050 K Street NW Washington, DC 20007 	A35+	PL Candidate 	P-2 	AGY, POL, CAND 	Matthew Norten 	HDC 	NAT 	Cash	Broadcast	EOM/EOC 	15%		00:15:00 			1	4	BURKE FOR GOVERNOR 	Poli/M Burke/D/Gov/WI 
WMLW-TV_14129754011903	Burke 4 Governor	M Burke/D/Gov/WI	Greer Margolis Mitchell and Burns	233996 	07437161 		2014-10-13	2014-10-17	2014-10-10	2014-10-10	GENERAL 	Jesse Demastrie 	3050 K Street NW Washington, DC 20007 	A35+	PL Candidate 	P-3 	AGY, POL, CAND 	Matthew Norten 	HDC 	NAT 	Cash	Broadcast	EOM/EOC 	15%		00:15:00 			1	2	BURKE 4 GOVERNOR :15 	Poli/M Burke/D/Gov/WI 
WMLW-TV_14132362297924	Burke for Governor	M Burke/D/Gov/WI	Greer Margolis Mitchell and Burns	234067 	07437806 	3809 	2014-10-14	2014-10-20	2014-10-13	2014-10-13	GENERAL 	Jesse Demastrie 	3050 K Street NW Washington, DC 20007 	A35+	PL Candidate 	P-2 	AGY, POL, CAND 	Matthew Norten 	HDC 	NAT 	Cash	Broadcast	EOM/EOC 	15%		00:15:00 			1	3	BURKE FOR GOVERNOR 	Poli/M Burke/D/Gov/WI 
WMYD_14093216474341	Environment American Action Fund	Environment America Action Fund	Waterfront Strategies	423709 		3288 	2014-08-06	2014-08-14	2014-08-05	2014-08-14	GENERAL 		Suite 800 Washington, DC 20007 	A25-54	PL Non-Ballot Issue 	P-3 	POL, POL, ISS 	Susan Petro 	EWSDC 	NAT 	Cash	Broadcast	EOM/EOC 	15%		00:20:00 			1	2	Environment American Action Fund 	Environment American Action Fund 
WMYD_14093229115520	Mark Schauer for Governor	Schauer/Democrat/Governor	Buying Time	424528 		3280 	2014-08-12	2014-09-02	2014-08-11	2014-08-11	GENERAL 		650 Massachusetts Avenue NW - Suite 210 Washington, DC 20001 	A25-54	PL State Candidate 	P-3 	POL, POL, CAND 	Susan Petro 	EWSDC 	NAT 	Cash	Broadcast	EOM/EOC 	15%		00:20:00 			1	1	Mark Schauer for Governor 	Schauer/Democrat/Governor 
WMYD_14093229294001	Schauer G D	Schauer/Democrat/Governor	Buying Time	MYD128786 	9349154 	3147 	2014-10-21	2014-10-27	2014-07-02	2014-08-04	GENERAL 		650 Massachusetts Avenue NW - Suite 210 Washington, DC 20001 	A25-54	PL State Candidate 	P-4 	POL, POL, CAND 	Susan Petro 	EWSDC 	NAT 	Cash	Broadcast	EOM/EOC 	15%		00:20:00 			1	2	SCHAUER G D 	Schauer/Democrat/Governor 
WMYD_14093236504829	SMP MI	Senate Majority PAC	Waterfront Strategies	425982 		3401 	2014-09-03	2014-09-09	2014-08-19	2014-08-29	GENERAL 		Suite 800 Washington, DC 20007 	A35+	PL Non-Ballot Issue 	P-4 	POL, POL, ISS Ballot 	Susan Petro 	EWSDC 	NAT 	Cash	Broadcast	EOM/EOC 	15%		00:20:00 			1	1	SMP MI 9/3-9/9 	Senate Majority PAC 
WMYD_14093270723142		DSCC IE	Great American Media	420827 	09361129 	2761 	2014-09-09	2014-09-15	2014-07-18	2014-08-04	GENERAL 		3030 K. St. NW Washington, DC 20007 	A35+	PL Non-Ballot Issue 	P-1 	POL, POL, ISS 	Susan Petro 	EWSDC 	NAT 	Cash	Broadcast	EOM/EOC 	15%		00:20:00 			1	2	issue 	DSCC IE 
WMYD_14093270954227		DSCC IE	Great American Media	421639 	09361121 	2776 	2014-10-07	2014-10-13	2014-07-23	2014-08-04	GENERAL 		3030 K. St. NW Washington, DC 20007 	A35+	PL Non-Ballot Issue 	P-2 	POL, POL, ISS 	Susan Petro 	EWSDC 	NAT 	Cash	Broadcast	EOM/EOC 	15%		00:20:00 			1	2	issue 	DSCC IE 
